站号,站名,省名,纬度,经度,海拔高度,日照时数,日期
57083,郑州,河南,34.7167,113.65,110.40,0,2017/1/29 0:00:00
57084,嵩山,河南,34.50,113.05,1178.40,0.20,2017/1/29 0:00:00
57085,新密,河南,34.5333,113.3333,259.90,0,2017/1/29 0:00:00
57086,新郑,河南,34.3833,113.7167,116.60,0,2017/1/29 0:00:00
57087,长葛,河南,34.20,113.80,87.70,0,2017/1/29 0:00:00
57088,禹州,河南,34.15,113.50,116.10,0,2017/1/29 0:00:00
57089,许昌,河南,34.0667,113.9333,67.20,0,2017/1/29 0:00:00
57090,中牟,河南,34.7167,113.9667,78.10,0,2017/1/29 0:00:00
57091,开封,河南,34.7833,114.30,73.70,0,2017/1/29 0:00:00
57093,兰考,河南,34.85,114.8167,73.30,0,2017/1/29 0:00:00
57094,尉氏,河南,34.40,114.2167,67.40,0,2017/1/29 0:00:00
57095,鄢陵,河南,34.1167,114.15,61.10,0,2017/1/29 0:00:00
57096,杞县,河南,34.5333,114.7833,59.70,0,2017/1/29 0:00:00
57098,扶沟,河南,34.0833,114.40,58.30,0,2017/1/29 0:00:00
57099,太康,河南,34.0667,114.85,52.60,0,2017/1/29 0:00:00
57102,成县,甘肃,33.75,105.7167,970,9.40,2017/1/29 0:00:00
57105,康县,甘肃,33.3333,105.60,1221.20,8.30,2017/1/29 0:00:00
57106,略阳,陕西,33.3167,106.15,794.20,8,2017/1/29 0:00:00
57110,徽县,甘肃,33.7833,106.0833,930.80,8.80,2017/1/29 0:00:00
57111,两当,甘肃,33.9167,106.30,961.40,8.30,2017/1/29 0:00:00
57113,凤县,陕西,33.90,106.5333,985.90,7.50,2017/1/29 0:00:00
57119,勉县,陕西,33.1667,106.70,548.10,1.40,2017/1/29 0:00:00
57123,杨凌,陕西,34.2833,108.0667,506,8.40,2017/1/29 0:00:00
57124,留坝,陕西,33.6333,106.9333,1032.10,8,2017/1/29 0:00:00
57126,洋县,陕西,33.2167,107.55,468.60,4.60,2017/1/29 0:00:00
57127,汉中,陕西,33.0667,107.0333,509.50,3.20,2017/1/29 0:00:00
57128,城固,陕西,33.1667,107.3333,486.40,3.50,2017/1/29 0:00:00
57129,西乡,陕西,32.9833,107.7167,446,5.50,2017/1/29 0:00:00
57131,泾河,陕西,34.4333,108.9667,410,8.30,2017/1/29 0:00:00
57132,户县,陕西,34.1167,108.6167,414.80,7.10,2017/1/29 0:00:00
57134,佛坪,陕西,33.5167,107.9833,827.20,0,2017/1/29 0:00:00
57137,宁陕,陕西,33.3167,108.3167,802.40,2.40,2017/1/29 0:00:00
57140,柞水,陕西,33.6667,109.1167,818.20,7.30,2017/1/29 0:00:00
57143,商县,陕西,33.8667,109.9667,742.20,8.70,2017/1/29 0:00:00
57144,镇安,陕西,33.4333,109.15,693.70,5.80,2017/1/29 0:00:00
57153,丹凤,陕西,33.6833,110.3333,581.70,7.40,2017/1/29 0:00:00
57154,商南,陕西,33.5333,110.90,523,7.50,2017/1/29 0:00:00
57155,山阳,陕西,33.55,109.8667,660.20,4.20,2017/1/29 0:00:00
57156,西峡,河南,33.30,111.50,250.30,4.10,2017/1/29 0:00:00
57162,嵩县,河南,34.15,112.0833,325.80,5,2017/1/29 0:00:00
57169,内乡,河南,33.05,111.8667,159.10,4.70,2017/1/29 0:00:00
57173,鲁山,河南,33.75,112.8833,145.70,0,2017/1/29 0:00:00
57175,镇平,河南,33.05,112.2333,191.40,2.30,2017/1/29 0:00:00
57176,南召,河南,33.4833,112.4167,231.10,1.40,2017/1/29 0:00:00
57177,舞钢,河南,33.3333,113.5333,89.80,0,2017/1/29 0:00:00
57178,南阳,河南,33.0333,112.5833,129.20,1.10,2017/1/29 0:00:00
57179,方城,河南,33.2833,113,160.40,0,2017/1/29 0:00:00
57180,郏县,河南,33.9833,113.20,117.50,0,2017/1/29 0:00:00
57181,宝丰,河南,33.8833,113.05,136.40,0,2017/1/29 0:00:00
57182,襄城,河南,33.85,113.5167,80.40,0,2017/1/29 0:00:00
57183,临颍,河南,33.80,113.9167,60,0,2017/1/29 0:00:00
57184,叶县,河南,33.6333,113.3667,83.40,0,2017/1/29 0:00:00
57185,舞阳,河南,33.45,113.5833,91.10,0,2017/1/29 0:00:00
57186,漯河,河南,33.60,114.05,58.70,0,2017/1/29 0:00:00
57187,社旗,河南,33.0667,112.9333,118,0,2017/1/29 0:00:00
57188,西平,河南,33.3667,114.0333,55.90,0,2017/1/29 0:00:00
57189,遂平,河南,33.1333,113.95,64.60,0,2017/1/29 0:00:00
57190,黄泛区农试站,河南,33.75,114.40,50.50,0,2017/1/29 0:00:00
57191,通许,河南,34.4833,114.4833,63.40,0,2017/1/29 0:00:00
57192,淮阳,河南,33.7333,114.85,45.50,0,2017/1/29 0:00:00
57193,西华,河南,33.7833,114.5167,52.60,0,2017/1/29 0:00:00
57194,上蔡,河南,33.2833,114.2667,59.80,0,2017/1/29 0:00:00
57195,川汇区,河南,33.6167,114.6167,46.60,0,2017/1/29 0:00:00
57196,项城,河南,33.4667,114.8667,42,0,2017/1/29 0:00:00
57197,汝南,河南,32.9667,114.35,50.10,0,2017/1/29 0:00:00
57198,商水,河南,33.55,114.6167,46.30,0,2017/1/29 0:00:00
57204,青川,四川,32.5667,105.2167,782,8.20,2017/1/29 0:00:00
57206,广元,四川,32.4333,105.85,513.80,8.20,2017/1/29 0:00:00
57208,剑阁,四川,32.2833,105.5167,544.50,6.60,2017/1/29 0:00:00
57211,宁强,陕西,32.8333,106.25,836.10,6.70,2017/1/29 0:00:00
57213,南郑,陕西,33,106.9333,536.50,4,2017/1/29 0:00:00
57216,南江,四川,32.35,106.8333,579.30,8.10,2017/1/29 0:00:00
57217,旺苍,四川,32.2333,106.2833,485.70,7.50,2017/1/29 0:00:00
57231,紫阳,陕西,32.5333,108.5333,503.80,0,2017/1/29 0:00:00
57232,石泉,陕西,33.05,108.2667,484.90,2.90,2017/1/29 0:00:00
57233,汉阴,陕西,32.90,108.50,413.10,0.50,2017/1/29 0:00:00
57237,万源,四川,32.0667,108.0333,674,3,2017/1/29 0:00:00
57238,镇巴,陕西,32.5333,107.90,693.90,3.90,2017/1/29 0:00:00
57242,旬阳,陕西,32.85,109.3667,285.50,2,2017/1/29 0:00:00
57245,安康,陕西,32.7167,109.0333,290.80,1,2017/1/29 0:00:00
57247,岚皋,陕西,32.3167,108.90,438.50,0,2017/1/29 0:00:00
57248,平利,陕西,32.40,109.3333,431,2.30,2017/1/29 0:00:00
57249,竹溪,湖北,32.3167,109.6833,448.20,0,2017/1/29 0:00:00
57251,郧西,湖北,33,110.4167,249.10,5.10,2017/1/29 0:00:00
57253,郧县,湖北,32.85,110.8167,201.90,4.50,2017/1/29 0:00:00
57254,白河,陕西,32.8167,110.1167,322.50,4.80,2017/1/29 0:00:00
57256,十堰,湖北,32.65,110.7833,286.50,3.90,2017/1/29 0:00:00
57257,竹山,湖北,32.2333,110.2333,307,2.90,2017/1/29 0:00:00
57259,房县,湖北,32.0333,110.7667,426.90,2.60,2017/1/29 0:00:00
57260,丹江口,湖北,32.5667,111.5167,133.40,3.30,2017/1/29 0:00:00
57261,淅川,河南,33.1167,111.5167,233,4,2017/1/29 0:00:00
57265,老河口,湖北,32.4333,111.7333,132.10,2.10,2017/1/29 0:00:00
57268,谷城,湖北,32.2667,111.6167,120,7.80,2017/1/29 0:00:00
57271,新野,河南,32.55,112.3833,87.90,1.20,2017/1/29 0:00:00
57273,唐河,河南,32.6833,112.85,109.50,0,2017/1/29 0:00:00
57274,邓州,河南,32.70,112.1167,107.60,2.70,2017/1/29 0:00:00
57278,襄阳,湖北,32,112.0833,163.40,2.70,2017/1/29 0:00:00
57279,枣阳,湖北,32.15,112.75,125.50,0,2017/1/29 0:00:00
57281,泌阳,河南,32.70,113.30,142.20,0,2017/1/29 0:00:00
57285,桐柏,河南,32.3833,113.4167,153,0,2017/1/29 0:00:00
57290,驻马店,河南,33,114.0167,82.70,0,2017/1/29 0:00:00
57292,平舆,河南,32.9667,114.6333,44.40,0,2017/1/29 0:00:00
57293,新蔡,河南,32.7333,114.9833,38,0,2017/1/29 0:00:00
57294,确山,河南,32.8333,114.0167,83.60,0,2017/1/29 0:00:00
57295,正阳,河南,32.6167,114.35,78.50,0,2017/1/29 0:00:00
57296,息县,河南,32.35,114.7333,48.90,0,2017/1/29 0:00:00
57297,信阳,河南,32.1333,114.05,114.50,0,2017/1/29 0:00:00
57298,罗山,河南,32.2167,114.55,55.40,0,2017/1/29 0:00:00
57299,光山,河南,32.0167,114.90,49.40,0,2017/1/29 0:00:00
57303,苍溪,四川,31.7333,105.9167,459.90,7.50,2017/1/29 0:00:00
57304,梓潼,四川,31.6667,105.1667,516.50,6.80,2017/1/29 0:00:00
57306,阆中,四川,31.5833,105.9667,382.60,7.40,2017/1/29 0:00:00
57307,三台,四川,31.10,105.0833,404.90,8,2017/1/29 0:00:00
57308,盐亭,四川,31.2167,105.3833,421.30,8.20,2017/1/29 0:00:00
57309,西充,四川,30.9833,105.8833,378.40,6.80,2017/1/29 0:00:00
57313,巴中,四川,31.8667,106.7667,417.70,8.70,2017/1/29 0:00:00
57314,南部,四川,31.35,106.0667,405.70,6.70,2017/1/29 0:00:00
57315,仪陇,四川,31.5333,106.40,655.70,7.40,2017/1/29 0:00:00
57317,蓬安,四川,31.0333,106.4167,324.90,6.30,2017/1/29 0:00:00
57318,营山,四川,31.0667,106.55,338.50,8.90,2017/1/29 0:00:00
57320,通江,四川,31.9333,107.2167,482.40,7.30,2017/1/29 0:00:00
57324,平昌,四川,31.5833,107.0833,364.20,7.60,2017/1/29 0:00:00
57326,宣汉,四川,31.3667,107.7167,389.40,1.20,2017/1/29 0:00:00
57328,达县,四川,31.20,107.50,344.90,1.10,2017/1/29 0:00:00
57329,开江,四川,31.10,107.85,467.50,0,2017/1/29 0:00:00
57333,城口,重庆,31.95,108.6667,798.20,0,2017/1/29 0:00:00
57338,开县,重庆,31.1833,108.4167,216.50,0,2017/1/29 0:00:00
57339,云阳,重庆,30.95,108.6833,297.20,0,2017/1/29 0:00:00
57343,镇坪,陕西,31.90,109.5333,995.80,0,2017/1/29 0:00:00
57345,巫溪,重庆,31.40,109.6167,337.80,0,2017/1/29 0:00:00
57348,奉节,重庆,31.0167,109.5333,299.80,0,2017/1/29 0:00:00
57349,巫山,重庆,31.0667,109.8667,275.70,0,2017/1/29 0:00:00
57355,巴东,湖北,31.0333,110.3667,334,0,2017/1/29 0:00:00
57358,秭归,湖北,30.8333,110.9667,295.50,0,2017/1/29 0:00:00
57359,兴山,湖北,31.35,110.7333,336.80,0,2017/1/29 0:00:00
57361,保康,湖北,31.8833,111.2667,327.70,1,2017/1/29 0:00:00
57362,神农架,湖北,31.75,110.6667,935.20,0.70,2017/1/29 0:00:00
57363,南漳,湖北,31.80,111.8333,151,0,2017/1/29 0:00:00
57368,远安,湖北,31.05,111.6333,141.50,0,2017/1/29 0:00:00
57370,宜城,湖北,31.7333,112.2167,67.80,0,2017/1/29 0:00:00
57377,荆门,湖北,31,112.2167,191.90,0,2017/1/29 0:00:00
57378,钟祥,湖北,31.1667,112.5667,65.80,0,2017/1/29 0:00:00
57381,随州,湖北,31.6167,113.3333,116.30,0,2017/1/29 0:00:00
57385,广水,湖北,31.6167,113.8167,93.30,0,2017/1/29 0:00:00
57386,孝昌,湖北,31.25,114,51.60,0,2017/1/29 0:00:00
57387,京山,湖北,31,113.1333,84.60,0,2017/1/29 0:00:00
57388,安陆,湖北,31.2667,113.70,53.70,0,2017/1/29 0:00:00
57389,云梦,湖北,31.0333,113.75,32.20,0,2017/1/29 0:00:00
57390,鸡公山,河南,31.80,114.0667,733.50,0,2017/1/29 0:00:00
57395,大悟,湖北,31.5667,114.1167,74.90,0,2017/1/29 0:00:00
57396,新县,河南,31.6333,114.85,128.70,0,2017/1/29 0:00:00
57398,红安,湖北,31.2833,114.6167,74.30,0,2017/1/29 0:00:00
57399,麻城,湖北,31.1333,114.95,74.30,0,2017/1/29 0:00:00
57401,射洪,四川,30.8667,105.3667,383.30,8.40,2017/1/29 0:00:00
57402,蓬溪,四川,30.7667,105.70,394.50,6.30,2017/1/29 0:00:00
57405,遂宁,四川,30.50,105.55,355,4.50,2017/1/29 0:00:00
57407,乐至,四川,30.2833,105.0333,462.60,7.70,2017/1/29 0:00:00
57408,安岳,四川,30.1167,105.35,338.40,7.40,2017/1/29 0:00:00
57409,潼南,重庆,30.1833,105.80,297.70,8.10,2017/1/29 0:00:00
57411,高坪,四川,30.7833,106.10,309.70,7.40,2017/1/29 0:00:00
57413,渠县,四川,30.85,106.9667,295.10,4.70,2017/1/29 0:00:00
57414,岳池,四川,30.5167,106.45,403.70,6.20,2017/1/29 0:00:00
57415,广安,四川,30.5167,106.6333,394.50,4.20,2017/1/29 0:00:00
57416,邻水,四川,30.3333,106.9333,391.50,0,2017/1/29 0:00:00
57417,武胜,四川,30.35,106.2833,315.90,5,2017/1/29 0:00:00
57420,大竹,四川,30.75,107.1833,418,2.10,2017/1/29 0:00:00
57425,垫江,重庆,30.3333,107.3333,433.80,0,2017/1/29 0:00:00
57426,梁平,重庆,30.6833,107.80,454.50,0,2017/1/29 0:00:00
57431,天城,重庆,30.8333,108.35,257,0,2017/1/29 0:00:00
57432,万州,重庆,30.7667,108.40,186.70,0,2017/1/29 0:00:00
57437,忠县,重庆,30.30,108.0333,325.60,0,2017/1/29 0:00:00
57438,石柱,重庆,29.9833,108.1167,632.30,0,2017/1/29 0:00:00
57439,利川,湖北,30.2833,108.9333,1074.10,0,2017/1/29 0:00:00
57445,建始,湖北,30.60,109.7167,609.20,0,2017/1/29 0:00:00
57447,恩施,湖北,30.2833,109.4667,457.10,0,2017/1/29 0:00:00
57453,夷陵区,湖北,30.7667,111.3167,115.20,0,2017/1/29 0:00:00
57458,五峰,湖北,30.20,110.6667,619.90,0,2017/1/29 0:00:00
57460,当阳,湖北,30.8167,111.7833,91.80,0,2017/1/29 0:00:00
57461,宜昌,湖北,30.70,111.30,133.10,0,2017/1/29 0:00:00
57464,长阳,湖北,30.4667,111.1833,142.60,0,2017/1/29 0:00:00
57465,宜都,湖北,30.3833,111.45,74.10,0,2017/1/29 0:00:00
57466,枝江,湖北,30.4333,111.75,50,0,2017/1/29 0:00:00
57469,松滋,湖北,30.1833,111.7667,69.50,0,2017/1/29 0:00:00
57475,潜江,湖北,30.40,112.90,31.20,0,2017/1/29 0:00:00
57476,荆州,湖北,30.35,112.15,31.80,0,2017/1/29 0:00:00
57477,公安,湖北,30.0667,112.2167,38.40,0,2017/1/29 0:00:00
57481,应城,湖北,30.95,113.5667,30.40,0,2017/1/29 0:00:00
57482,孝感,湖北,30.90,113.95,25.50,0,2017/1/29 0:00:00
57483,天门,湖北,30.6667,113.1333,31.90,0,2017/1/29 0:00:00
57484,沙洋,湖北,30.44,112.33,57.20,0,2017/1/29 0:00:00
57485,仙桃,湖北,30.30,113.4833,23.70,0,2017/1/29 0:00:00
57486,汉川,湖北,30.65,113.85,25,0,2017/1/29 0:00:00
57489,蔡甸,湖北,30.5833,114,38.40,0,2017/1/29 0:00:00
57491,黄陂,湖北,30.8667,114.40,31.40,0,2017/1/29 0:00:00
57492,新洲,湖北,30.8333,114.80,26.40,0,2017/1/29 0:00:00
57493,江夏,湖北,30.35,114.3333,73.50,0,2017/1/29 0:00:00
57494,武汉,湖北,30.60,114.05,23.60,0,2017/1/29 0:00:00
57495,团风,湖北,30.6667,114.8833,28.10,0,2017/1/29 0:00:00
57496,鄂州,湖北,30.3667,114.8667,31.30,0,2017/1/29 0:00:00
57498,黄冈,湖北,30.4333,114.90,21.40,0,2017/1/29 0:00:00
57499,大冶,湖北,30.0667,114.8833,40.30,0,2017/1/29 0:00:00
57502,大足,重庆,29.70,105.70,394.70,0,2017/1/29 0:00:00
57503,东兴区,四川,29.6167,105.1167,349.70,7.50,2017/1/29 0:00:00
57505,荣昌,重庆,29.4167,105.5833,338,7,2017/1/29 0:00:00
57506,永川,重庆,29.3667,105.90,353,4.50,2017/1/29 0:00:00
57507,隆昌,四川,29.3333,105.30,373.40,9.60,2017/1/29 0:00:00
57508,泸县,四川,29.15,105.3667,301,8.60,2017/1/29 0:00:00
57509,万盛,重庆,28.95,106.9333,325.30,0,2017/1/29 0:00:00
57510,铜梁,重庆,29.85,106.0667,326.30,5.30,2017/1/29 0:00:00
57511,北碚,重庆,29.85,106.45,240.80,2.70,2017/1/29 0:00:00
57512,合川,重庆,29.9667,106.2833,230.60,1.70,2017/1/29 0:00:00
57513,渝北,重庆,29.7333,106.6167,464.70,1.30,2017/1/29 0:00:00
57514,璧山,重庆,29.5833,106.2167,331.50,3,2017/1/29 0:00:00
57516,沙坪坝,重庆,29.5833,106.4667,259.10,1.20,2017/1/29 0:00:00
57517,江津,重庆,29.2833,106.25,261.40,0.20,2017/1/29 0:00:00
57518,巴南,重庆,29.3333,106.50,506.10,0,2017/1/29 0:00:00
57519,南川,重庆,29.1667,107.1167,698.80,0,2017/1/29 0:00:00
57520,长寿,重庆,29.8333,107.0667,377.60,0,2017/1/29 0:00:00
57522,涪陵,重庆,29.7333,107.2667,372.80,0,2017/1/29 0:00:00
57523,丰都,重庆,29.85,107.7333,290.50,0,2017/1/29 0:00:00
57525,武隆,重庆,29.3167,107.75,277.90,3.20,2017/1/29 0:00:00
57536,黔江,重庆,29.5333,108.7833,607.30,0,2017/1/29 0:00:00
57537,彭水,重庆,29.30,108.1667,322.20,2.90,2017/1/29 0:00:00
57540,咸丰,湖北,29.6833,109.15,776.90,0,2017/1/29 0:00:00
57541,宣恩,湖北,30,109.4833,532.50,0,2017/1/29 0:00:00
57543,鹤峰,湖北,29.90,110.0333,539.80,0,2017/1/29 0:00:00
57544,龙山,湖南,29.4667,109.45,488.70,0,2017/1/29 0:00:00
57545,来凤,湖北,29.5333,109.4167,502.80,0,2017/1/29 0:00:00
57554,桑植,湖南,29.40,110.1667,322.20,0,2017/1/29 0:00:00
57558,张家界,湖南,29.1333,110.4667,183.50,0,2017/1/29 0:00:00
57562,石门,湖南,29.5833,111.3667,116.90,0,2017/1/29 0:00:00
57564,慈利,湖南,29.4333,111.1333,103,0,2017/1/29 0:00:00
57565,澧县,湖南,29.6667,111.7333,38.10,0,2017/1/29 0:00:00
57566,临澧,湖南,29.45,111.65,51.50,0,2017/1/29 0:00:00
57571,石首,湖北,29.70,112.40,35.70,0,2017/1/29 0:00:00
57573,监利,湖北,29.8333,112.90,30,0,2017/1/29 0:00:00
57574,南县,湖南,29.3667,112.40,36,0,2017/1/29 0:00:00
57575,华容,湖南,29.5167,112.5667,31,0,2017/1/29 0:00:00
57577,安乡,湖南,29.40,112.1667,36.90,0,2017/1/29 0:00:00
57581,洪湖,湖北,29.8167,113.45,27.40,0,2017/1/29 0:00:00
57582,赤壁,湖北,29.7167,113.8833,46.90,0,2017/1/29 0:00:00
57583,嘉鱼,湖北,29.9167,113.9667,61.70,0,2017/1/29 0:00:00
57584,岳阳,湖南,29.3833,113.0833,53,0,2017/1/29 0:00:00
57585,临湘,湖南,29.4833,113.45,60.40,0,2017/1/29 0:00:00
57586,崇阳,湖北,29.5333,114.0333,78.50,0,2017/1/29 0:00:00
57589,通城,湖北,29.25,113.80,102.60,0,2017/1/29 0:00:00
57590,咸宁,湖北,29.85,114.3667,98.80,0,2017/1/29 0:00:00
57595,通山,湖北,29.60,114.50,76.10,0,2017/1/29 0:00:00
57598,修水,江西,29.0333,114.5833,146.80,0,2017/1/29 0:00:00
57600,江安,四川,28.7167,105.0667,263,7.30,2017/1/29 0:00:00
57603,合江,四川,28.8167,105.8333,283.40,3.70,2017/1/29 0:00:00
57604,纳溪,四川,28.7833,105.3833,368.80,7.10,2017/1/29 0:00:00
57605,古蔺,四川,28.0333,105.8167,537.70,0.20,2017/1/29 0:00:00
57606,桐梓,贵州,28.1333,106.8333,972,0,2017/1/29 0:00:00
57608,叙永,四川,28.1667,105.4333,377.50,1.60,2017/1/29 0:00:00
57609,赤水,贵州,28.5833,105.70,317,2.50,2017/1/29 0:00:00
57612,綦江,重庆,29,106.65,474.70,0,2017/1/29 0:00:00
57614,习水,贵州,28.3333,106.2167,1180.20,0,2017/1/29 0:00:00
57623,道真,贵州,28.8833,107.60,685.60,0,2017/1/29 0:00:00
57625,正安,贵州,28.55,107.45,679.70,3.50,2017/1/29 0:00:00
57633,酉阳,重庆,28.8167,108.7667,826.50,0,2017/1/29 0:00:00
57634,务川,贵州,28.5167,107.8833,660.30,0.90,2017/1/29 0:00:00
57635,秀山,重庆,28.45,108.9833,363.70,0,2017/1/29 0:00:00
57636,沿河,贵州,28.5667,108.50,334.60,0.80,2017/1/29 0:00:00
57637,德江,贵州,28.25,108.1167,523.10,0,2017/1/29 0:00:00
57640,花垣,湖南,28.5833,109.45,341,0,2017/1/29 0:00:00
57642,保靖,湖南,28.70,109.6333,325.30,0,2017/1/29 0:00:00
57643,永顺,湖南,29,109.8333,268.20,0,2017/1/29 0:00:00
57646,古丈,湖南,28.6167,109.95,302.10,0,2017/1/29 0:00:00
57647,松桃,贵州,28.15,109.1833,406.10,0,2017/1/29 0:00:00
57649,吉首,湖南,28.2333,109.6833,254.60,0,2017/1/29 0:00:00
57655,沅陵,湖南,28.4667,110.40,151.60,0,2017/1/29 0:00:00
57657,泸溪,湖南,28.2167,110.20,186,0,2017/1/29 0:00:00
57658,辰溪,湖南,28.0167,110.20,152.80,0,2017/1/29 0:00:00
57661,桃源,湖南,28.9167,111.4833,48.70,0,2017/1/29 0:00:00
57662,常德,湖南,29.1167,111.6833,150.60,0,2017/1/29 0:00:00
57663,汉寿,湖南,28.9167,111.95,31.90,0,2017/1/29 0:00:00
57666,桃江,湖南,28.5167,112.1333,52.10,0,2017/1/29 0:00:00
57669,安化,湖南,28.3833,111.2167,128.30,0,2017/1/29 0:00:00
57671,沅江,湖南,28.85,112.3667,37,0,2017/1/29 0:00:00
57673,湘阴,湖南,28.6833,112.8833,53.20,0,2017/1/29 0:00:00
57674,赫山,湖南,28.5667,112.3833,46.30,0,2017/1/29 0:00:00
57678,宁乡,湖南,28.25,112.55,74.70,0,2017/1/29 0:00:00
57679,马坡岭,湖南,28.1167,112.7833,115,0,2017/1/29 0:00:00
57680,汨罗,湖南,28.80,113.0667,46.70,0,2017/1/29 0:00:00
57682,平江,湖南,28.7167,113.5667,106.30,0,2017/1/29 0:00:00
57687,长沙,湖南,28.2167,112.9167,68,0,2017/1/29 0:00:00
57688,浏阳,湖南,28.15,113.6333,101.10,0,2017/1/29 0:00:00
57694,铜鼓,江西,28.5333,114.3833,259.80,2.40,2017/1/29 0:00:00
57696,宜丰,江西,28.40,114.7833,91.70,5,2017/1/29 0:00:00
57698,万载,江西,28.1167,114.45,98.40,4.40,2017/1/29 0:00:00
57699,上高,江西,28.2333,114.9167,66.60,5.40,2017/1/29 0:00:00
57707,毕节,贵州,27.30,105.2833,1510.60,4,2017/1/29 0:00:00
57708,大方,贵州,27.15,105.60,1700,2.60,2017/1/29 0:00:00
57710,仁怀,贵州,27.80,106.40,890.30,0,2017/1/29 0:00:00
57712,汇川,贵州,27.7333,106.95,983.50,0,2017/1/29 0:00:00
57714,金沙,贵州,27.4667,106.2333,942,2.90,2017/1/29 0:00:00
57717,遵义县,贵州,27.5333,106.8333,974.10,0,2017/1/29 0:00:00
57718,息烽,贵州,27.10,106.7333,1038.10,1.80,2017/1/29 0:00:00
57719,开阳,贵州,27.0667,106.9667,1275.60,0.60,2017/1/29 0:00:00
57720,绥阳,贵州,27.8833,107.1667,889.30,0,2017/1/29 0:00:00
57722,湄潭,贵州,27.7667,107.4667,792.20,0,2017/1/29 0:00:00
57723,凤冈,贵州,27.9833,107.7167,710.20,0,2017/1/29 0:00:00
57728,瓮安,贵州,27.0667,107.4667,1096.70,1,2017/1/29 0:00:00
57729,余庆,贵州,27.2333,107.8833,622.10,0,2017/1/29 0:00:00
57731,思南,贵州,27.95,108.25,416.80,0,2017/1/29 0:00:00
57732,印江,贵州,28.0167,108.40,456.50,0.70,2017/1/29 0:00:00
57734,石阡,贵州,27.5667,108.2333,467.50,0,2017/1/29 0:00:00
57735,岑巩,贵州,27.1833,108.8167,404.30,0,2017/1/29 0:00:00
57736,江口,贵州,27.70,108.85,369.20,0,2017/1/29 0:00:00
57737,施秉,贵州,27.0333,108.1167,547.30,0.70,2017/1/29 0:00:00
57738,镇远,贵州,27.05,108.4167,516.30,0,2017/1/29 0:00:00
57739,玉屏,贵州,27.2333,108.9167,394.80,0,2017/1/29 0:00:00
57740,凤凰,湖南,27.95,109.60,349.60,0,2017/1/29 0:00:00
57741,铜仁,贵州,27.7167,109.1833,282.70,0,2017/1/29 0:00:00
57742,万山,贵州,27.5167,109.20,884.30,0,2017/1/29 0:00:00
57743,麻阳,湖南,27.8833,109.80,176.60,0,2017/1/29 0:00:00
57744,新晃,湖南,27.3667,109.1667,355.50,0,2017/1/29 0:00:00
57745,芷江,湖南,27.45,109.6833,272.20,0,2017/1/29 0:00:00
57749,怀化,湖南,27.5667,110,257.80,0,2017/1/29 0:00:00
57752,溆浦,湖南,27.9167,110.60,204,0,2017/1/29 0:00:00
57754,洪江,湖南,27.35,110.15,170.90,0,2017/1/29 0:00:00
57758,洞口,湖南,27.0667,110.5833,323.50,0,2017/1/29 0:00:00
57760,冷水江,湖南,27.70,111.4333,249.20,0,2017/1/29 0:00:00
57761,新化,湖南,27.75,111.30,211.90,0,2017/1/29 0:00:00
57762,涟源,湖南,27.6833,111.70,165,0,2017/1/29 0:00:00
57763,娄底,湖南,27.6833,112,205.80,0,2017/1/29 0:00:00
57766,邵阳市,湖南,27.1833,111.45,311,0,2017/1/29 0:00:00
57767,隆回,湖南,27.1333,111,308.40,0,2017/1/29 0:00:00
57768,新邵,湖南,27.3167,111.45,242.50,0,2017/1/29 0:00:00
57769,邵东,湖南,27.2333,111.7333,252.60,0,2017/1/29 0:00:00
57771,韶山,湖南,27.9333,112.5333,88.30,0,2017/1/29 0:00:00
57772,湘乡,湖南,27.75,112.50,86.90,0,2017/1/29 0:00:00
57773,湘潭,湖南,27.8667,112.8167,63.80,0,2017/1/29 0:00:00
57774,双峰,湖南,27.45,112.1667,100,0,2017/1/29 0:00:00
57776,南岳,湖南,27.30,112.70,1265.90,3,2017/1/29 0:00:00
57777,衡山,湖南,27.2333,112.8667,63.30,0.90,2017/1/29 0:00:00
57778,衡东,湖南,27.10,112.95,70.30,1.90,2017/1/29 0:00:00
57779,攸县,湖南,27,113.35,102.50,3.60,2017/1/29 0:00:00
57780,株洲,湖南,27.8667,113.1667,74.60,0,2017/1/29 0:00:00
57781,醴陵,湖南,27.65,113.50,74.40,0,2017/1/29 0:00:00
57783,上栗,江西,27.8833,113.8167,119.50,3.30,2017/1/29 0:00:00
57786,萍乡,江西,27.6333,113.85,117.50,6.30,2017/1/29 0:00:00
57789,莲花,江西,27.1333,113.95,194.50,5.80,2017/1/29 0:00:00
57792,分宜,江西,27.8167,114.6833,93.70,7.10,2017/1/29 0:00:00
57793,宜春,江西,27.80,114.3833,131.30,5.80,2017/1/29 0:00:00
57794,芦溪,江西,27.6333,114.0167,177.20,4.20,2017/1/29 0:00:00
57796,新余,江西,27.80,114.9333,82,5.50,2017/1/29 0:00:00
57798,安福,江西,27.40,114.60,85.90,5.50,2017/1/29 0:00:00
57799,吉安县,江西,27.05,114.9167,71.20,4.80,2017/1/29 0:00:00
57800,纳雍,贵州,26.7667,105.3667,1457.10,3,2017/1/29 0:00:00
57803,黔西,贵州,27.0333,106.0167,1231.40,3.20,2017/1/29 0:00:00
57805,织金,贵州,26.6833,105.7667,1319.30,0,2017/1/29 0:00:00
57806,安顺,贵州,26.25,105.90,1431.10,2.60,2017/1/29 0:00:00
